,episode,score,avg_score,action,theta_k,EP(t) [W],PAPR [W],PAPR [dB]
0,0.0,-79.45700052572892,-79.45700052572892,565,"[-0.1256103515625, 0.1256103515625, 1.5703125, 4.72265625, 9.296875]",10.036499846345535,2.007299969269107,3.0261227795023293
1,,,,622,"[-0.251220703125, 0.251220703125, 1.6962890625, 4.84765625, 9.296875]",9.838388988652278,1.9676777977304556,2.939539852926086
2,,,,2607,"[-0.1256103515625, 0.1256103515625, 1.822265625, 4.8359375, 9.296875]",9.363530369470151,1.8727060738940304,2.724696190714871
3,,,,585,"[-0.251220703125, 0.251220703125, 1.8349609375, 4.8359375, 9.171875]",9.346389999764126,1.8692779999528253,2.7167389467323417
4,,,,2226,"[-0.2386474609375, 0.251220703125, 1.9609375, 4.7109375, 9.15625]",9.739830759255845,1.947966151851169,2.895814062428152
5,,,,1591,"[-0.2386474609375, 0.251220703125, 1.9736328125, 4.72265625, 9.140625]",9.588066860963018,1.9176133721926036,2.82761049524351
6,,,,1196,"[-0.251220703125, 0.376953125, 1.9736328125, 4.84765625, 9.125]",9.201373417601328,1.8402746835202657,2.648826516147907
7,,,,1727,"[-0.251220703125, 0.389404296875, 2.099609375, 4.72265625, 9.125]",9.646471360285659,1.929294272057132,2.8539847491370223
8,,,,3058,"[-0.1256103515625, 0.51513671875, 2.099609375, 4.7109375, 9.140625]",10.16418192330772,2.032836384661544,3.0810242531874
9,,,,607,"[-0.251220703125, 0.640625, 2.224609375, 4.69921875, 9.140625]",10.135380532585398,2.0270761065170797,3.068700545735793
10,,,,1649,"[-0.251220703125, 0.6533203125, 2.099609375, 4.82421875, 9.265625]",10.254075501405609,2.0508151002811217,3.1192650651783644
11,,,,920,"[-0.263671875, 0.6533203125, 2.087890625, 4.94921875, 9.140625]",9.039496269832018,1.8078992539664036,2.5717422555000127
12,,,,3076,"[-0.1380615234375, 0.77880859375, 2.099609375, 4.82421875, 9.125]",9.893757989015437,1.9787515978030876,2.963912785548262
13,,,,62,"[-0.263671875, 0.6533203125, 2.099609375, 4.82421875, 9.125]",9.580507091922382,1.9161014183844762,2.8241849236208107
14,,,,1136,"[-0.276123046875, 0.77880859375, 1.9736328125, 4.82421875, 9.109375]",9.800852908263998,1.9601705816527997,2.922938669926753
15,,,,2808,"[-0.1505126953125, 0.77880859375, 1.9736328125, 4.8125, 9.125]",10.098628986619907,2.0197257973239813,3.0529241261872233
