,episode,score,avg_score,action,theta_k,EP(t) [W],PAPR [W],PAPR [dB]
0,0.0,-176.73826816440476,-176.73826816440476,5383,"[-0.01256561279296875, 0.01256561279296875, 1.26953125, 3.64453125, 7.52734375, 12.578125]",11.235690946799279,1.87261515779988,2.72448534440519
1,,,,551,"[-0.13818359375, -0.11309814453125, 1.3955078125, 3.64453125, 7.40234375, 12.5625]",12.42810381008749,2.071350635014582,3.162536218111272
2,,,,8849,"[-0.13818359375, 0.01256561279296875, 1.26953125, 3.65625, 7.52734375, 12.6875]",11.939487440049056,1.9899145733415096,2.988344326294386
3,,,,6359,"[-0.13818359375, -0.11309814453125, 1.1435546875, 3.78125, 7.515625, 12.8125]",11.102791024725668,1.8504651707876114,2.672809152743624
4,,,,12401,"[-0.1256103515625, 0.01256561279296875, 1.26953125, 3.76953125, 7.390625, 12.796875]",12.71464084619743,2.1191068076995716,3.261528466709411
5,,,,5028,"[-0.13818359375, 0.0251312255859375, 1.1435546875, 3.7578125, 7.265625, 12.8125]",12.924031392861156,2.1540052321435263,3.3324675387760916
6,,,,3562,"[-0.1507568359375, -0.10052490234375, 1.15625, 3.7578125, 7.265625, 12.8125]",12.555907842842682,2.0926513071404473,3.206968690454626
7,,,,6406,"[-0.1507568359375, -0.2261962890625, 1.1435546875, 3.74609375, 7.25390625, 12.796875]",11.971214115802177,1.995202352633696,2.999869482311142
8,,,,14917,"[-0.0251007080078125, -0.213623046875, 1.26953125, 3.734375, 7.265625, 12.796875]",11.93803493110854,1.98967248851809,2.987815949347436
9,,,,4804,"[-0.03765869140625, -0.213623046875, 1.2822265625, 3.734375, 7.140625, 12.921875]",13.197257990347781,2.199542998391297,3.423324563249495
10,,,,657,"[-0.163330078125, -0.2261962890625, 1.15625, 3.72265625, 7.12890625, 12.921875]",13.249383072184411,2.2082305120307355,3.4404440641116896
11,,,,2402,"[-0.2890625, -0.213623046875, 1.2822265625, 3.7109375, 7.00390625, 12.921875]",15.754231010806558,2.6257051684677597,4.192459590359926
12,,,,8141,"[-0.2890625, -0.2010498046875, 1.15625, 3.5859375, 7.015625, 12.90625]",14.872029014580132,2.4786715024300223,3.9421897366770224
13,,,,5145,"[-0.301513671875, -0.1884765625, 1.1435546875, 3.4609375, 7.140625, 12.78125]",13.651110573612273,2.275185095602046,3.5701673406066514
