,episode,score,avg_score,action,theta_k,EP(t) [W],PAPR [W],PAPR [dB]
0,0.0,434.93702277148793,434.93702277148793,2709,"[0.1256103515625, -0.01256561279296875, 1.5830078125, 4.69921875, 9.546875]",9.962045935040363,1.9924091870080727,2.9937853559884835
1,,,,1034,"[0.113037109375, 7.748603820800781e-07, 1.5703125, 4.6875, 9.671875]",10.442661342443262,2.0885322684886525,3.1984118964102497
2,,,,13,"[-0.01262664794921875, -0.1256103515625, 1.4443359375, 4.6875, 9.6875]",10.063838217231867,2.0127676434463733,3.037936422540249
3,,,,506,"[-0.1383056640625, 5.334615707397461e-05, 1.318359375, 4.67578125, 9.671875]",10.665498019727362,2.1330996039454724,3.2901113507152773
4,,,,1044,"[-0.15087890625, 0.0126190185546875, 1.3056640625, 4.6875, 9.796875]",10.959388449146267,2.1918776898292536,3.4081631618356365
5,,,,262,"[-0.276611328125, 0.0126190185546875, 1.1796875, 4.6875, 9.796875]",10.909545826739368,2.1819091653478733,3.3883666659635625
6,,,,2480,"[-0.26416015625, 0.1383056640625, 1.3056640625, 4.67578125, 9.671875]",11.329633130248656,2.265926626049731,3.5524584267757993
7,,,,1207,"[-0.276611328125, 0.263916015625, 1.318359375, 4.6640625, 9.671875]",11.776003994077564,2.355200798815513,3.720279399574687
8,,,,2483,"[-0.26416015625, 0.3896484375, 1.4443359375, 4.65234375, 9.6875]",12.463109026749127,2.4926218053498252,3.9665638989192766
9,,,,331,"[-0.389892578125, 0.3896484375, 1.45703125, 4.640625, 9.671875]",12.607455237589676,2.521491047517935,4.016574305477153
10,,,,2194,"[-0.37744140625, 0.3896484375, 1.45703125, 4.65234375, 9.796875]",12.984548656064096,2.5969097312128193,4.144568537812062
11,,,,2428,"[-0.364990234375, 0.51513671875, 1.45703125, 4.52734375, 9.8125]",14.156296517953374,2.8312593035906746,4.519796464620561
12,,,,1359,"[-0.364990234375, 0.389404296875, 1.5830078125, 4.515625, 9.9375]",14.825614885209157,2.9651229770418315,4.7204271022746935
13,,,,1729,"[-0.364990234375, 0.40185546875, 1.708984375, 4.390625, 10.0625]",16.599271916111952,3.31985438322239,5.2111903492394305
14,,,,1309,"[-0.364990234375, 0.276123046875, 1.708984375, 4.37890625, 10.1875]",16.835314572357138,3.3670629144714277,5.272512313724958
15,,,,2070,"[-0.3525390625, 0.263671875, 1.708984375, 4.50390625, 10.0625]",15.302904807021857,3.0605809614043715,4.858038723586842
16,,,,1662,"[-0.3525390625, 0.276123046875, 1.6962890625, 4.50390625, 10.0625]",15.322678164391734,3.064535632878347,4.863646754751973
17,,,,897,"[-0.364990234375, 0.276123046875, 1.5703125, 4.62890625, 10.0625]",14.137959664752817,2.8275919329505634,4.514167339596768
18,,,,1914,"[-0.3525390625, 0.1505126953125, 1.5576171875, 4.62890625, 10.1875]",14.145727213441678,2.8291454426883353,4.516552745454797
19,,,,3,"[-0.478271484375, 0.0248565673828125, 1.431640625, 4.50390625, 10.203125]",14.628253618354098,2.9256507236708194,4.6622247700573745
20,1.0,451.5435130683052,443.24026791989655,330,"[-0.1256103515625, 0.0, 1.5830078125, 4.69921875, 9.296875]",9.735594103256917,1.9471188206513834,2.893924546421112
21,,,,363,"[-0.251220703125, 0.0, 1.708984375, 4.69921875, 9.3125]",9.897410783394314,1.979482156678863,2.965515913163947
22,,,,2159,"[-0.2386474609375, 0.0, 1.6962890625, 4.6875, 9.4375]",10.403609974072623,2.0807219948145246,3.1821405801873537
23,,,,1150,"[-0.251220703125, 0.1256103515625, 1.68359375, 4.5625, 9.3125]",11.149116816161685,2.229823363232337,3.482704615181944
24,,,,251,"[-0.376953125, 0.1256103515625, 1.5576171875, 4.4375, 9.296875]",11.988435224452394,2.397687044890479,3.797924967166208
25,,,,2482,"[-0.364501953125, 0.251220703125, 1.68359375, 4.42578125, 9.296875]",12.424453321861904,2.484890664372381,3.9530728445591667
26,,,,2231,"[-0.35205078125, 0.251220703125, 1.8095703125, 4.4140625, 9.28125]",12.376811048573792,2.4753622097147585,3.9363875646995066
27,,,,2364,"[-0.339599609375, 0.263671875, 1.935546875, 4.4140625, 9.40625]",12.928047823837552,2.5856095647675104,4.125629456531506
