,episode,score,avg_score,action,theta_k,EP(t) [W],PAPR [W],PAPR [dB]
81,,,,25310,"[-0.13818359375, 0.113037109375, 0.78466796875, 2.443359375, 5.3984375, 8.9609375, 13.5859375, 18.59375]",16.411729065444067,2.0514661331805084,3.1206435177125718
82,,,,157887,"[-0.13818359375, -0.01262664794921875, 0.6591796875, 2.443359375, 5.41015625, 8.8359375, 13.5859375, 18.59375]",15.940732649236995,1.9925915811546244,2.9941829105990974
83,,,,17164,"[-0.263916015625, -0.0251922607421875, 0.53369140625, 2.443359375, 5.41015625, 8.8203125, 13.5859375, 18.71875]",14.530688565988239,1.8163360707485299,2.591962077137648
84,,,,113120,"[-0.2763671875, -0.0251922607421875, 0.52099609375, 2.318359375, 5.53515625, 8.9453125, 13.7109375, 18.59375]",16.206163495844034,2.0257704369805043,3.0659022898015724
85,,,,195480,"[-0.2763671875, -0.0251922607421875, 0.52099609375, 2.318359375, 5.546875, 9.0703125, 13.6953125, 18.46875]",16.998928108417747,2.1248660135522184,3.2733155019362634
86,,,,52877,"[-0.402099609375, -0.01262664794921875, 0.50830078125, 2.443359375, 5.55859375, 8.9453125, 13.5703125, 18.46875]",14.140556573509738,1.7675695716887172,2.473765166731091
87,,,,195895,"[-0.402099609375, -0.01262664794921875, 0.50830078125, 2.455078125, 5.55859375, 8.8203125, 13.6953125, 18.34375]",13.8616238151226,1.732702976890325,2.3872412154067995
88,,,,138578,"[-0.41455078125, -6.026029586791992e-05, 0.6337890625, 2.443359375, 5.5703125, 8.8359375, 13.5703125, 18.359375]",14.276440415039186,1.7845550518798983,2.515299500831465
89,,,,159099,"[-0.41455078125, -0.125732421875, 0.50830078125, 2.568359375, 5.5703125, 8.8515625, 13.6953125, 18.484375]",13.734967162003345,1.7168708952504181,2.347376384408081
90,,,,123214,"[-0.427001953125, -0.125732421875, 0.6337890625, 2.568359375, 5.4453125, 8.8671875, 13.6953125, 18.609375]",14.49183392258465,1.8114792403230813,2.5803336135438526
91,,,,145801,"[-0.439453125, -6.872415542602539e-05, 0.62109375, 2.580078125, 5.43359375, 8.8671875, 13.5703125, 18.59375]",13.095306828749829,1.6369133535937286,2.1402569159762566
92,,,,230084,"[-0.439453125, 0.1256103515625, 0.6337890625, 2.591796875, 5.30859375, 8.8828125, 13.5546875, 18.71875]",14.685370502342167,1.8356713127927708,2.6379492097228416
93,,,,52877,"[-0.56494140625, 0.13818359375, 0.62109375, 2.716796875, 5.3203125, 8.7578125, 13.4296875, 18.71875]",14.794677910469748,1.8493347388087185,2.670155277410507
94,,,,216681,"[-0.56494140625, 0.1507568359375, 0.74658203125, 2.705078125, 5.33203125, 8.7578125, 13.4140625, 18.703125]",15.43376514954167,1.9292206436927088,2.8538190045794263
95,,,,106370,"[-0.57763671875, 0.13818359375, 0.8720703125, 2.580078125, 5.20703125, 8.8828125, 13.5390625, 18.578125]",16.317928454662066,2.0397410568327583,3.095750376579826
96,,,,389015,"[-0.451904296875, 0.263916015625, 0.99755859375, 2.580078125, 5.20703125, 8.7578125, 13.5546875, 18.453125]",15.184776690155942,1.8980970862694928,2.7831842250263388
97,,,,264861,"[-0.439453125, 0.25146484375, 1.123046875, 2.591796875, 5.21875, 8.8828125, 13.5546875, 18.4375]",16.275481311559872,2.034435163944984,3.084438537422143
98,,,,93251,"[-0.451904296875, 0.1258544921875, 1.2490234375, 2.716796875, 5.20703125, 8.7578125, 13.4296875, 18.421875]",16.325434780091584,2.040679347511448,3.097747692694237
99,,,,87647,"[-0.46435546875, 0.00019073486328125, 1.26171875, 2.591796875, 5.1953125, 8.6328125, 13.5546875, 18.421875]",17.29967727316339,2.1624596591454237,3.3494801441479245
100,5.0,-216.95126849821258,-253.04669445697235,91786,"[-0.01256561279296875, -0.1256103515625, 1.0234375, 2.681640625, 5.51171875, 8.9609375, 13.4609375, 18.828125]",17.388237288859646,2.1735296611074557,3.371655711739227
101,,,,130906,"[-0.0251312255859375, -0.113037109375, 1.0107421875, 2.806640625, 5.51171875, 8.9453125, 13.4453125, 18.8125]",16.050472442351793,2.006309055293974,3.023978333057491
102,,,,176957,"[-0.0251312255859375, -0.1256103515625, 0.998046875, 2.818359375, 5.38671875, 8.9609375, 13.4296875, 18.8125]",16.13634359866904,2.01704294983363,3.0471514594561153
103,,,,212366,"[-0.0251312255859375, -0.113037109375, 0.998046875, 2.943359375, 5.3984375, 9.0859375, 13.4453125, 18.796875]",15.889494657635483,1.9861868322044354,2.980200983280687
