,episode,score,avg_score,action,theta_k,EP(t) [W],PAPR [W],PAPR [dB]
0,0.0,-57.873110202650714,-57.873110202650714,28,"[-0.1256103515625, -0.01256561279296875, 1.9677734375, 6.29296875]",7.870990791312709,1.9677476978281772,2.9396941296454013
1,,,,439,"[-0.113037109375, -0.01256561279296875, 1.9677734375, 6.41796875]",8.292094013164075,2.0730235032910187,3.166042260165487
2,,,,91,"[-0.2386474609375, 7.748603820800781e-07, 1.98046875, 6.40625]",8.078808212995712,2.019702053248928,3.0528730698438244
3,,,,257,"[-0.2386474609375, -0.1256103515625, 1.9677734375, 6.40625]",7.968213357111683,1.9920533392779207,2.9930096292499626
4,,,,472,"[-0.22607421875, -0.113037109375, 2.09375, 6.40625]",7.302569273103772,1.825642318275943,2.614156941100272
5,,,,321,"[-0.22607421875, -0.113037109375, 2.21875, 6.39453125]",7.436681955776052,1.859170488944013,2.693192171051973
6,,,,597,"[-0.10040283203125, -0.1004638671875, 2.34375, 6.39453125]",7.917455491640123,1.9793638729100307,2.965256393153652
7,,,,535,"[0.0252532958984375, -0.113037109375, 2.34375, 6.26953125]",8.261861164767772,2.065465291191943,3.1501790133610292
8,,,,229,"[0.01268768310546875, 0.01262664794921875, 2.21875, 6.39453125]",7.516254621261955,1.8790636553154887,2.739414925454434
9,,,,392,"[0.0252532958984375, -0.113037109375, 2.23046875, 6.39453125]",8.279215528555932,2.069803882138983,3.1592919717679098
10,,,,47,"[-0.10040283203125, -0.1256103515625, 2.35546875, 6.39453125]",8.06967330494644,2.01741832623661,3.0479596164305707
11,,,,141,"[-0.11297607421875, -0.251220703125, 2.3671875, 6.3828125]",8.73904118804491,2.1847602970112274,3.3940379490098667
12,,,,425,"[-0.10040283203125, -0.251220703125, 2.2421875, 6.2578125]",8.50658018723842,2.126645046809605,3.2769500890791914
13,,,,249,"[-0.11297607421875, -0.1256103515625, 2.3671875, 6.3828125]",8.019897748582952,2.004974437145738,3.02108839860281
14,,,,54,"[-0.2386474609375, -0.1256103515625, 2.2421875, 6.5078125]",7.606754906099764,1.901688726524941,2.7913943194122437
15,,,,197,"[-0.251220703125, -0.1256103515625, 2.3671875, 6.5078125]",7.7056313541602375,1.9264078385400594,2.847482367225437
16,,,,613,"[-0.1256103515625, 5.334615707397461e-05, 2.3671875, 6.51953125]",7.447550086225956,1.861887521556489,2.6995344128398058
17,,,,365,"[-0.1256103515625, 0.125732421875, 2.37890625, 6.39453125]",6.646752828050142,1.6616882070125354,2.2054953769293624
18,,,,453,"[-0.113037109375, 0.1383056640625, 2.25390625, 6.40625]",6.876194433748083,1.7190486084370207,2.352881571277196
19,,,,327,"[-0.113037109375, 0.15087890625, 2.12890625, 6.40625]",7.557489475113208,1.889372368778302,2.7631755970502967
